Exited,Scaled Score,France ,Spain ,Male,Scaled Age,Scaled Tenure,Scaled Balance ,NumOfProducts,Balance to Salary Ratio,Product to tenure Ratio ,Age Tenure,Engagement Score,Scaled Salary,IsActiveMember,Female,Germany,Age,Tenure,HasCrCard,Balance,EstimatedSalary,Year,CreditScore
0,1.40 ,1,0,1,(0.18),0.69 ,1.43 ,2,248%,0.29,0.19,29%,(0.58),1,0,0,37,7,1,"£165,896.22","£66,977.68",2025,786
0,0.73 ,0,0,1,(0.18),(0.35),0.35 ,1,108%,0.25,0.11,0%,(0.16),0,0,1,37,4,0,"£98,459.60","£90,821.66",2025,721
0,0.54 ,1,0,1,0.39 ,1.03 ,(1.23),2,0%,0.25,0.19,0%,(1.57),0,0,0,43,8,1,£0.00,"£9,704.66",2025,703
0,(0.03),1,0,0,0.39 ,0.69 ,1.02 ,1,97%,0.14,0.16,0%,0.76 ,0,1,0,43,7,1,"£139,972.18","£143,668.58",2025,648
0,(0.51),0,1,0,(1.80),1.38 ,0.74 ,2,141%,0.22,0.45,0%,(0.23),0,1,0,20,9,1,"£122,446.61","£86,791.90",2025,601
0,(0.94),0,0,1,0.20 ,(0.35),1.22 ,1,1415%,0.25,0.10,0%,(1.55),0,0,1,41,4,0,"£152,532.30","£10,779.69",2025,560
0,1.17 ,1,0,1,(1.42),0.69 ,0.35 ,1,366%,0.14,0.29,0%,(1.27),0,0,0,24,7,1,"£98,148.61","£26,843.76",2025,764
0,(0.17),1,0,0,(0.28),(1.39),(0.11),1,60%,1.00,0.03,0%,0.28 ,0,1,0,36,1,1,"£69,518.95","£116,238.39",2025,634
0,0.71 ,0,1,1,(0.18),1.72 ,1.10 ,1,181%,0.10,0.27,0%,(0.34),0,0,0,37,10,1,"£145,382.61","£80,408.59",2025,719
0,(0.91),1,0,0,0.01 ,(0.00),(1.23),2,0%,0.40,0.13,40%,(1.43),1,1,0,39,5,1,£0.00,"£17,603.81",2025,563
0,(1.57),0,0,0,1.53 ,(0.35),0.81 ,2,103%,0.50,0.07,0%,0.40 ,0,1,1,55,4,1,"£126,817.65","£123,269.71",2025,499
0,(0.58),0,0,1,(0.09),0.34 ,(0.21),2,437%,0.33,0.16,33%,(1.49),1,0,1,38,6,1,"£63,176.44","£14,466.08",2025,594
0,(0.09),1,0,1,(0.37),(1.04),0.91 ,1,109%,0.50,0.06,50%,0.39 ,1,0,0,35,2,0,"£133,161.95","£122,254.86",2025,642
0,0.32 ,1,0,1,(1.33),(0.00),(1.23),1,0%,0.20,0.20,20%,(0.16),1,0,0,25,5,0,£0.00,"£90,860.97",2025,681
0,0.21 ,0,0,0,(1.52),1.38 ,0.76 ,1,78%,0.11,0.39,11%,1.03 ,1,1,1,23,9,1,"£123,943.18","£159,553.27",2025,671
0,(0.21),1,0,1,0.10 ,1.03 ,(1.23),2,0%,0.25,0.20,25%,(1.00),1,0,0,40,8,1,£0.00,"£42,495.81",2025,630
0,(1.40),1,0,0,(0.18),(1.73),1.93 ,1,148%,1.00,0.00,100%,0.57 ,1,1,0,37,0,1,"£196,853.62","£132,770.11",2025,515
0,(0.78),1,0,0,1.44 ,1.38 ,(0.13),1,47%,0.11,0.17,11%,0.77 ,1,1,0,54,9,1,"£68,332.96","£144,390.75",2025,575
0,1.13 ,0,1,0,0.20 ,0.34 ,(1.23),2,0%,0.33,0.15,0%,0.02 ,0,1,0,41,6,0,£0.00,"£101,491.23",2025,760
0,(0.67),0,1,1,0.29 ,0.34 ,(1.23),2,0%,0.33,0.14,33%,0.41 ,1,0,0,42,6,1,£0.00,"£123,410.23",2025,586
0,(0.94),1,0,0,(1.14),(0.00),(1.23),2,0%,0.40,0.19,0%,0.55 ,0,1,0,27,5,1,£0.00,"£131,919.48",2025,560
0,(0.30),1,0,1,(0.76),(0.00),0.48 ,1,4121%,0.20,0.16,20%,(1.70),1,0,0,31,5,1,"£106,260.67","£2,578.43",2025,622
0,(0.41),1,0,1,1.34 ,(0.70),0.11 ,1,6764%,0.33,0.06,0%,(1.72),0,0,0,53,3,0,"£83,568.26","£1,235.49",2025,611
0,0.54 ,0,1,1,(0.28),0.69 ,0.94 ,1,94%,0.14,0.19,0%,0.76 ,0,0,0,36,7,1,"£135,095.47","£143,859.66",2025,703
0,(0.01),0,0,1,(0.47),(0.35),1.06 ,1,1263%,0.25,0.12,25%,(1.54),1,0,1,34,4,1,"£142,393.11","£11,276.48",2025,650
0,(1.34),1,0,1,(1.33),0.69 ,(1.23),2,0%,0.29,0.28,29%,1.00 ,1,0,0,25,7,1,£0.00,"£157,878.67",2025,521
0,(0.97),1,0,0,(1.04),0.69 ,1.12 ,2,79%,0.29,0.25,0%,1.46 ,0,1,0,28,7,1,"£146,445.24","£184,317.74",2025,557
0,0.92 ,0,1,0,(1.14),1.03 ,0.36 ,1,92%,0.13,0.30,13%,0.12 ,1,1,0,27,8,1,"£98,926.40","£106,969.98",2025,739
0,(0.18),1,0,1,2.11 ,(0.70),1.29 ,1,312%,0.33,0.05,33%,(0.86),1,0,0,61,3,0,"£157,201.48","£50,368.63",2025,633
0,0.34 ,0,0,0,(0.37),(1.39),0.90 ,2,71%,2.00,0.03,0%,1.50 ,0,1,1,35,1,0,"£132,371.30","£186,123.57",2025,683
0,(0.54),0,1,0,0.01 ,(0.00),(1.23),2,0%,0.40,0.13,40%,(0.30),1,1,0,39,5,1,£0.00,"£83,103.46",2025,598
0,(0.74),0,1,0,(0.76),1.38 ,(1.23),2,0%,0.22,0.29,0%,0.21 ,0,1,0,31,9,1,£0.00,"£112,395.98",2025,579
0,0.66 ,1,0,0,(1.23),1.38 ,0.22 ,1,195%,0.11,0.35,0%,(0.94),0,1,0,26,9,1,"£89,928.99","£46,203.31",2025,714
0,(0.14),1,0,1,2.01 ,(0.70),(1.23),2,0%,0.67,0.05,67%,(0.52),1,0,0,60,3,1,£0.00,"£70,174.03",2025,637
0,(0.15),1,0,1,(0.28),(0.00),0.66 ,2,105%,0.40,0.14,40%,0.20 ,1,0,0,36,5,1,"£117,559.05","£111,573.30",2025,636
0,1.16 ,1,0,1,2.68 ,(1.39),1.17 ,2,141%,2.00,0.01,200%,0.11 ,1,0,0,67,1,0,"£149,436.73","£106,282.74",2025,763
0,1.10 ,1,0,1,(1.52),(1.04),0.07 ,2,86%,1.00,0.09,0%,(0.11),0,0,0,23,2,1,"£80,673.96","£93,991.65",2025,757
0,1.74 ,1,0,1,(0.37),(1.39),(1.23),2,0%,2.00,0.03,200%,(1.68),1,0,0,35,1,0,£0.00,"£3,385.04",2025,819
0,0.13 ,0,0,0,(0.95),(0.35),0.42 ,2,485%,0.50,0.14,0%,(1.37),0,1,1,29,4,0,"£102,714.65","£21,170.81",2025,663
0,1.67 ,1,0,1,(0.66),(0.00),0.91 ,2,149%,0.40,0.16,0%,(0.19),0,0,0,32,5,1,"£133,050.97","£89,385.92",2025,812
0,0.64 ,1,0,0,(0.95),(1.04),(1.23),1,0%,0.50,0.07,50%,0.77 ,1,1,0,29,2,1,£0.00,"£144,375.00",2025,712
0,(1.53),0,0,1,(0.85),1.72 ,0.96 ,2,289%,0.20,0.33,0%,(0.92),0,0,1,30,10,0,"£136,622.55","£47,310.24",2025,503
0,(1.50),1,0,0,0.20 ,(1.39),(1.23),2,0%,2.00,0.02,0%,(1.19),0,1,0,41,1,1,£0.00,"£31,766.30",2025,506
0,0.27 ,0,0,0,0.20 ,1.03 ,1.13 ,2,3497%,0.25,0.20,25%,(1.67),1,1,1,41,8,1,"£146,720.98","£4,195.84",2025,677
0,0.85 ,0,0,1,0.01 ,(0.00),0.24 ,1,98%,0.20,0.13,20%,(0.11),1,0,1,39,5,1,"£91,538.51","£93,783.00",2025,733
0,0.08 ,0,0,1,(0.18),(0.70),1.48 ,2,240%,0.67,0.08,0%,(0.52),0,0,1,37,3,0,"£168,735.74","£70,370.24",2025,658
0,0.48 ,1,0,0,0.29 ,1.72 ,(1.23),2,0%,0.20,0.24,0%,(0.67),0,1,0,42,10,1,£0.00,"£61,312.15",2025,697
0,(0.41),1,0,1,(1.04),(1.04),(1.23),2,0%,1.00,0.07,0%,(1.30),0,0,0,28,2,0,£0.00,"£25,395.83",2025,611
0,(1.96),0,1,0,(1.33),0.34 ,(1.23),2,0%,0.33,0.24,33%,(1.47),1,1,0,25,6,1,£0.00,"£15,306.29",2025,461
0,0.26 ,1,0,1,(0.09),1.03 ,(1.23),2,0%,0.25,0.21,25%,0.58 ,1,0,0,38,8,1,£0.00,"£133,692.88",2025,676
0,(0.03),0,0,1,(0.18),0.34 ,0.89 ,1,152%,0.17,0.16,0%,(0.23),0,0,1,37,6,1,"£131,753.41","£86,894.67",2025,648
0,0.15 ,1,0,0,(0.47),(0.00),(0.14),1,229%,0.20,0.15,20%,(1.23),1,1,0,34,5,1,"£67,816.72","£29,641.58",2025,665
0,(1.30),1,0,0,(1.52),(0.00),(1.23),2,0%,0.40,0.22,0%,1.05 ,0,1,0,23,5,1,£0.00,"£160,249.10",2025,525
0,(0.82),1,0,1,(0.09),(1.39),0.72 ,1,78%,1.00,0.03,100%,0.95 ,1,0,0,38,1,1,"£121,405.04","£154,844.22",2025,571
0,1.45 ,1,0,1,(0.18),(1.04),1.40 ,2,216%,1.00,0.05,0%,(0.42),0,0,0,37,2,1,"£163,789.49","£75,832.53",2025,791
0,1.34 ,1,0,1,3.54 ,1.72 ,0.72 ,1,187%,0.10,0.13,10%,(0.61),1,0,0,76,10,0,"£121,313.88","£64,872.33",2025,780
0,(0.12),1,0,1,(0.18),(0.00),0.35 ,1,57%,0.20,0.14,20%,1.27 ,1,0,0,37,5,0,"£98,186.70","£173,386.95",2025,639
0,(0.57),0,1,0,(0.85),(0.00),0.39 ,1,56%,0.20,0.17,20%,1.36 ,1,1,0,30,5,1,"£100,683.54","£178,361.04",2025,595
0,(0.98),1,0,0,0.10 ,1.38 ,0.86 ,1,722%,0.11,0.23,0%,(1.43),0,1,0,40,9,0,"£129,860.37","£17,992.94",2025,556
0,(1.05),0,0,0,(0.76),1.38 ,0.94 ,2,578%,0.22,0.29,22%,(1.33),1,1,1,31,9,1,"£135,020.21","£23,343.18",2025,549
0,0.06 ,1,0,1,(0.28),1.03 ,0.34 ,2,455%,0.25,0.22,25%,(1.37),1,0,0,36,8,0,"£97,786.08","£21,478.36",2025,656
0,(1.42),0,0,0,0.96 ,(0.00),1.52 ,1,136%,0.20,0.10,0%,0.45 ,0,1,1,49,5,1,"£171,601.27","£126,223.84",2025,513
0,0.67 ,1,0,0,(0.56),(0.70),0.14 ,1,125%,0.33,0.09,33%,(0.56),1,1,0,33,3,1,"£85,227.84","£68,087.15",2025,715
0,(0.37),0,1,1,1.91 ,(0.35),1.27 ,1,141%,0.25,0.07,25%,0.18 ,1,0,0,59,4,1,"£155,766.05","£110,275.17",2025,615
0,(0.70),1,0,1,(1.42),1.38 ,0.94 ,1,150%,0.11,0.38,0%,(0.18),0,0,0,24,9,0,"£135,125.28","£89,801.90",2025,583
0,1.34 ,0,0,1,(0.47),(0.00),0.28 ,2,53%,0.40,0.15,0%,1.34 ,0,0,1,34,5,1,"£94,108.54","£177,235.21",2025,780
0,0.54 ,1,0,0,(0.66),0.34 ,(1.23),2,0%,0.33,0.19,0%,(1.16),0,1,0,32,6,0,£0.00,"£33,606.52",2025,703
0,0.76 ,0,0,1,(0.56),(0.00),0.43 ,2,86%,0.40,0.15,0%,0.37 ,0,0,1,33,5,1,"£103,564.83","£121,085.72",2025,724
0,(0.05),0,1,1,2.87 ,1.72 ,0.62 ,1,286%,0.10,0.14,0%,(1.04),0,0,0,69,10,1,"£115,462.44","£40,421.87",2025,646
0,(0.18),0,1,1,1.82 ,0.34 ,0.35 ,1,74%,0.17,0.10,17%,0.56 ,1,0,0,58,6,1,"£98,308.51","£132,034.13",2025,633
0,0.08 ,1,0,0,(0.66),1.38 ,(1.23),2,0%,0.22,0.28,0%,0.99 ,0,1,0,32,9,1,£0.00,"£156,774.75",2025,658
0,(0.28),1,0,1,0.87 ,(0.00),0.67 ,1,75%,0.20,0.10,20%,1.02 ,1,0,0,48,5,1,"£118,469.38","£158,590.25",2025,623
0,0.13 ,0,0,1,0.48 ,(1.04),0.65 ,2,81%,1.00,0.05,100%,0.78 ,1,0,1,44,2,0,"£117,028.60","£144,680.18",2025,663
0,1.48 ,1,0,1,(0.56),(1.73),(1.23),2,0%,2.00,0.00,0%,1.36 ,0,0,0,33,0,0,£0.00,"£178,122.71",2025,794
0,0.81 ,1,0,0,(0.66),0.69 ,(0.61),1,22%,0.14,0.22,14%,1.38 ,1,1,0,32,7,0,"£38,550.06","£179,230.23",2025,729
0,(1.00),1,0,0,(1.61),1.03 ,(1.23),2,0%,0.25,0.36,25%,0.74 ,1,1,0,22,8,0,£0.00,"£142,670.61",2025,554
0,(1.66),0,1,1,(0.76),(0.70),1.10 ,1,127%,0.33,0.10,33%,0.24 ,1,0,0,31,3,0,"£145,260.23","£114,066.77",2025,490
0,0.91 ,1,0,0,0.01 ,(1.39),0.29 ,2,50%,2.00,0.03,200%,1.55 ,1,1,0,39,1,0,"£94,435.45","£189,430.86",2025,738
0,0.54 ,0,0,0,(1.23),(1.39),0.33 ,1,153%,1.00,0.04,0%,(0.63),0,1,1,26,1,1,"£97,331.19","£63,717.49",2025,703
0,(1.07),0,0,1,(1.33),(0.35),0.35 ,2,188%,0.50,0.16,50%,(0.83),1,0,1,25,4,1,"£98,141.57","£52,309.80",2025,547
0,(1.57),1,0,0,(0.09),1.38 ,(1.23),2,0%,0.22,0.24,22%,1.44 ,1,1,0,38,9,0,£0.00,"£183,042.20",2025,499
0,0.35 ,0,1,0,0.20 ,(1.39),0.92 ,1,76%,1.00,0.02,0%,1.35 ,0,1,0,41,1,0,"£134,177.06","£177,506.66",2025,684
0,0.60 ,0,1,0,(0.18),1.03 ,(1.23),3,0%,0.38,0.22,0%,(0.49),0,1,0,37,8,1,£0.00,"£71,738.56",2025,709
0,(0.55),0,1,0,(0.56),(1.04),(1.23),2,0%,1.00,0.06,100%,(1.66),1,1,0,33,2,1,£0.00,"£4,700.66",2025,597
0,0.70 ,1,0,1,(0.37),1.03 ,(1.23),2,0%,0.25,0.23,0%,(0.09),0,0,0,35,8,1,£0.00,"£94,820.85",2025,718
0,(0.49),0,1,1,(0.85),0.34 ,0.85 ,2,672%,0.33,0.20,33%,(1.41),1,0,0,30,6,1,"£129,548.50","£19,282.85",2025,603
0,(1.49),0,1,1,0.67 ,0.34 ,0.26 ,1,180%,0.17,0.13,17%,(0.85),1,0,0,46,6,1,"£92,783.68","£51,424.29",2025,507
0,0.37 ,0,1,1,(1.61),(0.00),(1.23),2,0%,0.40,0.23,0%,1.02 ,0,0,0,22,5,1,£0.00,"£158,974.45",2025,686
0,0.79 ,0,0,0,(1.99),(1.04),0.28 ,2,74%,1.00,0.11,0%,0.45 ,0,1,1,18,2,1,"£93,816.70","£126,172.11",2025,727
0,1.27 ,0,0,1,0.39 ,1.03 ,0.09 ,2,228%,0.25,0.19,25%,(1.12),1,0,1,43,8,1,"£81,844.91","£35,908.46",2025,773
0,1.33 ,1,0,1,2.20 ,1.72 ,0.68 ,1,102%,0.10,0.16,10%,0.29 ,1,0,0,62,10,0,"£119,096.55","£116,977.89",2025,779
0,0.35 ,0,1,1,(0.47),1.38 ,0.39 ,2,53%,0.22,0.26,22%,1.57 ,1,0,0,34,9,1,"£100,628.00","£190,263.78",2025,684
0,1.04 ,0,1,1,(0.56),(0.35),0.04 ,1,67%,0.25,0.12,0%,0.30 ,0,0,0,33,4,1,"£79,281.61","£117,547.76",2025,751
0,(1.62),1,0,1,(1.33),0.34 ,(1.23),2,0%,0.33,0.24,33%,0.17 ,1,0,0,25,6,0,£0.00,"£109,988.09",2025,494
0,(0.24),0,0,1,2.20 ,(0.70),1.07 ,2,100%,0.67,0.05,67%,0.75 ,1,0,1,62,3,1,"£143,426.34","£143,104.30",2025,627
0,(0.58),1,0,0,0.96 ,(0.35),(1.23),2,0%,0.50,0.08,50%,(1.33),1,1,0,49,4,1,£0.00,"£23,631.55",2025,594
0,0.76 ,0,0,0,(0.56),1.38 ,0.69 ,1,61%,0.11,0.27,11%,1.69 ,1,1,1,33,9,1,"£119,278.44","£197,148.24",2025,724
0,(1.35),1,0,1,(0.47),(0.70),(1.23),2,0%,0.67,0.09,67%,0.08 ,1,0,0,34,3,1,£0.00,"£104,703.96",2025,520
0,0.23 ,1,0,1,3.15 ,(1.39),(1.23),2,0%,2.00,0.01,200%,0.21 ,1,0,0,72,1,0,£0.00,"£111,981.19",2025,673
0,(1.29),1,0,1,0.29 ,(1.39),(1.23),1,0%,1.00,0.02,100%,1.19 ,1,0,0,42,1,0,£0.00,"£168,486.02",2025,526
0,(0.58),0,0,0,(0.95),(0.70),0.87 ,1,214%,0.33,0.10,0%,(0.68),0,1,1,29,3,1,"£130,830.22","£61,048.53",2025,594
0,1.30 ,1,0,0,(0.95),(0.00),(1.23),2,0%,0.40,0.17,40%,0.75 ,1,1,0,29,5,1,£0.00,"£143,301.49",2025,776
0,0.24 ,1,0,0,0.58 ,0.34 ,(0.06),1,52%,0.17,0.13,17%,0.69 ,1,1,0,45,6,0,"£72,494.69","£140,041.78",2025,674
0,0.28 ,0,1,0,0.96 ,1.03 ,(1.23),2,0%,0.25,0.16,25%,(0.03),1,1,0,49,8,0,£0.00,"£98,090.69",2025,678
0,0.47 ,1,0,1,0.48 ,1.03 ,1.37 ,1,214%,0.13,0.18,0%,(0.43),0,0,0,44,8,0,"£161,889.79","£75,562.47",2025,696
0,0.63 ,0,1,1,(0.09),(0.70),0.84 ,1,112%,0.33,0.08,0%,0.26 ,0,0,0,38,3,0,"£128,718.78","£114,793.45",2025,711
0,1.13 ,0,0,0,(0.47),0.34 ,(0.30),1,64%,0.17,0.18,0%,(0.17),0,1,1,34,6,1,"£58,003.41","£90,346.10",2025,760
0,(1.86),0,1,1,(1.23),1.03 ,(1.23),2,0%,0.25,0.31,25%,1.38 ,1,0,0,26,8,1,£0.00,"£179,655.87",2025,471
0,0.27 ,0,0,0,0.01 ,(1.73),0.56 ,2,75%,2.00,0.00,200%,0.83 ,1,1,1,39,0,1,"£111,213.64","£147,578.26",2025,677
0,(0.04),1,0,1,(0.66),(0.00),0.33 ,1,419%,0.20,0.16,20%,(1.34),1,0,0,32,5,1,"£97,041.16","£23,132.73",2025,647
0,0.03 ,0,0,1,(0.76),1.38 ,1.07 ,1,171%,0.11,0.29,0%,(0.29),0,0,1,31,9,1,"£143,321.97","£83,679.46",2025,653
0,(1.43),1,0,0,(0.76),0.69 ,(1.23),2,0%,0.29,0.23,0%,(0.88),0,1,0,31,7,0,£0.00,"£49,326.07",2025,512
0,(1.12),0,1,1,(0.18),1.03 ,(1.23),1,0%,0.13,0.22,13%,(1.73),1,0,0,37,8,1,£0.00,£807.06,2025,542
0,(0.70),0,0,1,0.01 ,1.03 ,0.42 ,1,195%,0.13,0.21,0%,(0.82),0,0,1,39,8,0,"£102,945.01","£52,861.89",2025,583
0,1.08 ,1,0,1,2.20 ,(1.39),0.82 ,2,90%,2.00,0.02,200%,0.74 ,1,0,0,62,1,0,"£127,706.33","£142,377.69",2025,755
0,(0.71),1,0,0,(0.66),(1.39),0.64 ,1,76%,1.00,0.03,100%,0.92 ,1,1,0,32,1,0,"£116,409.55","£152,790.92",2025,582
0,(0.26),1,0,1,0.01 ,(0.00),(1.23),1,0%,0.20,0.13,0%,(0.01),0,0,0,39,5,1,£0.00,"£99,800.87",2025,625
0,1.58 ,0,1,0,(0.18),(1.39),(1.23),2,0%,2.00,0.03,0%,(1.61),0,1,0,37,1,0,£0.00,"£7,455.20",2025,803
0,0.02 ,0,1,0,3.44 ,1.72 ,(1.23),2,0%,0.20,0.13,20%,0.25 ,1,1,0,75,10,1,£0.00,"£114,675.75",2025,652
0,(0.76),1,0,1,(0.18),(1.04),0.81 ,1,227%,0.50,0.05,0%,(0.76),0,0,0,37,2,1,"£127,261.35","£56,185.05",2025,577
0,0.82 ,1,0,1,(1.14),(0.00),(1.23),2,0%,0.40,0.19,40%,0.28 ,1,0,0,27,5,1,£0.00,"£116,081.93",2025,730
0,0.24 ,0,1,1,(0.28),(1.04),(1.23),2,0%,1.00,0.06,100%,1.44 ,1,0,0,36,2,1,£0.00,"£182,787.17",2025,674
0,(0.01),1,0,1,2.01 ,1.03 ,(1.23),2,0%,0.25,0.13,25%,0.05 ,1,0,0,60,8,1,£0.00,"£102,925.76",2025,650
0,1.11 ,0,1,0,0.39 ,1.72 ,(1.23),2,0%,0.20,0.23,20%,(0.78),1,1,0,43,10,1,£0.00,"£55,313.44",2025,758
0,(0.06),1,0,1,(0.85),(1.39),0.79 ,1,65%,1.00,0.03,100%,1.62 ,1,0,0,30,1,1,"£125,739.26","£193,441.23",2025,645
0,(2.22),0,1,1,0.39 ,(0.00),(1.23),2,0%,0.40,0.12,40%,(1.12),1,0,0,43,5,1,£0.00,"£35,687.43",2025,436
0,1.83 ,1,0,1,(0.09),(0.00),(1.23),2,0%,0.40,0.13,0%,0.06 ,0,0,0,38,5,0,£0.00,"£103,305.01",2025,827
0,(0.57),0,1,1,(1.52),0.69 ,(1.23),2,0%,0.29,0.30,29%,1.18 ,1,0,0,23,7,1,£0.00,"£168,085.97",2025,595
0,2.06 ,1,0,0,(0.28),1.72 ,(1.23),2,0%,0.20,0.28,20%,0.01 ,1,1,0,36,10,1,£0.00,"£100,750.03",2025,850
0,(1.34),1,0,1,(1.61),(0.00),(1.23),2,0%,0.40,0.23,40%,(0.00),1,0,0,22,5,1,£0.00,"£99,828.45",2025,521
0,(0.13),0,1,1,0.48 ,1.38 ,0.02 ,2,70%,0.22,0.20,22%,0.20 ,1,0,0,44,9,1,"£77,637.35","£111,346.22",2025,638
0,(1.83),0,1,1,(0.18),(0.70),(1.23),2,0%,0.67,0.08,0%,(0.75),0,0,0,37,3,0,£0.00,"£57,175.32",2025,474
0,1.28 ,1,0,0,(0.37),(0.70),0.72 ,1,498%,0.33,0.09,33%,(1.32),1,1,0,35,3,1,"£121,418.62","£24,400.37",2025,774
0,0.43 ,1,0,1,0.10 ,0.34 ,1.39 ,1,181%,0.17,0.15,0%,(0.17),0,0,0,40,6,0,"£163,505.16","£90,424.09",2025,692
0,0.78 ,1,0,0,0.48 ,(1.04),(1.23),2,0%,1.00,0.05,100%,(1.28),1,1,0,44,2,1,£0.00,"£26,733.86",2025,726
0,(1.09),1,0,1,(0.18),(0.70),0.24 ,1,86%,0.33,0.08,0%,0.09 ,0,0,0,37,3,1,"£91,184.01","£105,476.65",2025,545
0,(0.24),0,1,0,(1.33),(0.35),(1.23),1,0%,0.25,0.16,25%,1.64 ,1,1,0,25,4,1,£0.00,"£194,313.93",2025,627
0,(0.01),0,1,1,(1.80),1.03 ,(1.23),2,0%,0.25,0.40,25%,0.23 ,1,0,0,20,8,1,£0.00,"£113,469.65",2025,650
0,(0.24),1,0,0,(1.14),(1.04),(1.23),2,0%,1.00,0.07,0%,0.44 ,0,1,0,27,2,1,£0.00,"£125,451.01",2025,627
0,(1.25),1,0,1,0.01 ,(1.04),(1.23),2,0%,1.00,0.05,0%,1.70 ,0,0,0,39,2,1,£0.00,"£197,923.05",2025,530
0,0.20 ,0,1,1,(0.85),(0.70),0.91 ,1,4230%,0.33,0.10,0%,(1.69),0,0,0,30,3,0,"£133,446.34","£3,154.95",2025,670
0,0.57 ,0,1,0,0.29 ,1.03 ,0.30 ,1,126%,0.13,0.19,13%,(0.42),1,1,0,42,8,1,"£95,386.82","£75,732.25",2025,706
0,1.13 ,0,0,1,(0.47),0.34 ,0.72 ,2,204%,0.33,0.18,33%,(0.71),1,0,1,34,6,1,"£121,303.77","£59,325.21",2025,760
0,(0.19),1,0,0,(1.71),(1.39),(1.23),2,0%,2.00,0.05,0%,(0.28),0,1,0,21,1,1,£0.00,"£84,008.66",2025,632
0,2.06 ,1,0,1,(0.28),(1.39),0.44 ,2,152%,2.00,0.03,200%,(0.55),1,0,0,36,1,0,"£104,077.19","£68,594.00",2025,850
0,(0.41),1,0,0,(0.85),1.38 ,0.19 ,1,45%,0.11,0.30,0%,1.67 ,0,1,0,30,9,1,"£88,594.14","£196,332.45",2025,611
0,1.10 ,0,0,1,(0.76),(1.39),0.81 ,3,78%,3.00,0.03,0%,1.10 ,0,0,1,31,1,1,"£127,320.36","£163,170.32",2025,757
0,(0.97),1,0,0,(1.14),(1.04),(1.23),2,0%,1.00,0.07,100%,(1.66),1,1,0,27,2,0,£0.00,"£4,497.55",2025,557
0,0.35 ,1,0,0,(1.33),(1.39),(1.23),2,0%,2.00,0.04,200%,0.78 ,1,1,0,25,1,0,£0.00,"£144,978.47",2025,684
0,(0.19),1,0,0,(0.47),(1.04),(1.23),2,0%,1.00,0.06,0%,1.14 ,0,1,0,34,2,0,£0.00,"£165,385.55",2025,632
0,(0.15),0,1,1,3.54 ,1.38 ,0.80 ,1,318%,0.11,0.12,11%,(1.05),1,0,0,76,9,1,"£126,534.60","£39,789.62",2025,636
0,1.16 ,1,0,1,0.10 ,(0.70),(1.23),2,0%,0.67,0.08,0%,0.59 ,0,0,0,40,3,1,£0.00,"£134,281.11",2025,763
0,0.72 ,1,0,0,0.39 ,0.34 ,0.98 ,2,80%,0.33,0.14,0%,1.26 ,0,1,0,43,6,1,"£137,824.03","£172,557.77",2025,720
0,1.17 ,1,0,0,(1.42),(1.73),(1.23),2,0%,2.00,0.00,0%,(0.20),0,1,0,24,0,1,£0.00,"£88,724.49",2025,764
0,(0.52),1,0,1,(0.37),(0.35),1.08 ,2,138%,0.50,0.11,0%,0.07 ,0,0,0,35,4,1,"£143,744.77","£104,076.51",2025,600
0,(0.62),1,0,1,(0.95),0.34 ,(1.23),2,0%,0.33,0.21,33%,0.15 ,1,0,0,29,6,1,£0.00,"£108,684.65",2025,591
0,(2.28),0,0,0,(0.09),1.03 ,1.23 ,1,154%,0.13,0.21,0%,(0.01),0,1,1,38,8,1,"£153,058.64","£99,377.27",2025,430
0,1.77 ,1,0,1,1.06 ,0.69 ,(1.23),2,0%,0.29,0.14,29%,(1.57),1,0,0,50,7,1,£0.00,"£10,062.80",2025,822
0,0.74 ,1,0,1,(0.47),1.03 ,(1.23),2,0%,0.25,0.24,25%,0.58 ,1,0,0,34,8,1,£0.00,"£133,447.49",2025,722
0,(0.32),0,1,1,0.29 ,1.38 ,0.72 ,1,415%,0.11,0.21,11%,(1.23),1,0,0,42,9,1,"£121,490.05","£29,296.74",2025,620
0,(1.17),0,1,0,(0.09),(1.39),0.33 ,1,94%,1.00,0.03,100%,0.04 ,1,1,0,38,1,1,"£96,939.06","£102,606.92",2025,537
0,2.06 ,1,0,1,(0.85),0.34 ,0.16 ,1,46%,0.17,0.20,17%,1.54 ,1,0,0,30,6,1,"£86,449.39","£188,809.23",2025,850
0,0.52 ,1,0,1,0.48 ,0.69 ,(1.23),2,0%,0.29,0.16,0%,(1.33),0,0,0,44,7,1,£0.00,"£23,425.78",2025,701
0,0.70 ,0,0,1,2.30 ,0.69 ,0.75 ,1,123%,0.14,0.11,14%,0.01 ,1,0,1,63,7,1,"£123,204.88","£100,538.80",2025,718
0,0.10 ,1,0,0,(0.09),(0.00),0.55 ,2,56%,0.40,0.13,0%,1.67 ,0,1,0,38,5,1,"£110,570.78","£195,906.59",2025,660
0,1.35 ,1,0,1,(0.95),1.38 ,(1.23),2,0%,0.22,0.31,0%,1.25 ,0,0,0,29,9,0,£0.00,"£172,097.40",2025,781
0,1.19 ,0,0,0,(0.09),0.69 ,0.87 ,1,6431%,0.14,0.18,14%,(1.71),1,1,1,38,7,0,"£130,933.74","£2,035.94",2025,766
